5000 6257
0 912 51.11757152929925
1 4498 56.304440574096226
1 744 50.81374745913543
2 1959 34.6566235479305
2 1289 12.583890754664546
3 1143 51.81538202400673
3 2489 26.511645277851756
3 4488 54.25243555383076
4 367 79.54553650255869
4 4906 25.76400767806913
5 4501 44.83409541576721
5 3915 38.33094779963562
5 2717 48.879359656771655
5 3739 25.084052383824098
6 204 34.6264155817228
7 2253 77.78428170402343
8 779 68.47787265189977
8 1748 89.75585845184195
9 2047 86.34030464818863
9 4417 48.71504604451776
9 3534 26.52415671712064
9 4215 38.8846513460019
10 4746 79.0769458444834
10 394 22.81784997146117
10 885 70.41643401803883
11 2744 80.21597799105449
11 3082 41.8301712467456
12 3315 35.956530281409
12 2890 54.029538832326196
13 1084 70.38103667933886
13 4259 27.071619447898144
14 1455 29.441668705701332
14 4692 40.494133023143505
15 2006 75.13002506111856
16 1828 34.85729492103198
17 636 55.90059890008142
17 4950 18.670088977955206
17 2796 32.07340517640303
17 3198 22.63804724467775
18 1143 57.797549297202394
19 839 19.09566081139961
20 4489 74.86946954300718
20 763 93.09527107389881
20 4767 19.826582285768787
21 1282 73.97411254619797
21 2150 24.25127582108585
21 4168 24.96359526665141
21 360 27.27513195925269
21 2188 23.691545680715805
22 4925 83.65910752653961
22 104 83.79713628620723
23 2590 36.24670996102363
23 2271 78.11490957112788
24 2084 12.867970772822385
24 1785 8.770269691239289
25 4467 95.62218872218567
26 324 49.77382146394901
26 2157 1.6557439391328073
26 3716 85.85184438978077
27 712 95.8413159562949
28 3992 84.95304897984055
28 186 37.748457002983095
28 1824 32.226273691219816
29 361 89.91399883889237
29 2732 88.21773760618997
30 4837 57.87741861498441
31 4772 28.198570263309247
31 3502 19.104314449839833
32 3456 76.66197021815684
33 146 51.60222992857095
33 2038 40.390070289277915
34 260 75.26676919378231
35 4086 13.696349064712738
35 4344 53.04780893868001
36 4382 42.894410881055045
36 1759 94.0257877151372
36 3185 4.223702056296505
37 244 35.381607204511575
38 475 86.17961291929726
38 3140 77.81449242163625
38 4709 46.26240739728668
38 2138 12.916449860678696
39 1381 52.30230880936226
39 2565 32.24947527968767
40 767 1.8334418771429166
41 342 67.73620298403864
41 4691 38.563372355102096
42 3825 10.974034787849954
42 749 36.79863025743537
42 2525 86.32236030482035
42 4508 19.528091753332134
43 3270 27.02205442992431
43 3187 27.671414722973033
43 746 95.89415488910169
43 3674 34.966549554664574
44 1548 19.207453745441374
44 58 42.97034516068335
45 1232 42.490201408941665
45 873 75.46738057478258
46 2089 37.14272063656362
46 2707 40.65866714480015
47 1791 45.62217015630776
48 1387 57.569562099745696
48 4381 97.9479727299018
48 518 68.91517930200776
48 2881 81.60487574999857
49 1905 72.3607304820788
50 2798 80.60467051971489
50 1486 55.978664694649396
51 4139 85.77456513574313
52 4156 20.410258199561603
52 1233 80.20370836522909
52 3359 74.11565938446863
52 3378 47.82571542830145
53 81 1.9644868186423134
53 1307 42.730546232016266
53 2278 14.31269678146105
54 4159 89.43377053804399
54 4949 63.4345464645601
54 4111 53.864276188131214
54 128 32.256997471660085
55 3871 49.17539954709547
55 4292 25.846429315594623
55 3241 85.99169626247597
55 2032 5.723221104158373
56 4931 10.798505130140292
57 217 17.170846148905166
58 478 22.33126517063371
58 4257 26.17467859519573
58 3072 84.05819918480782
58 581 10.533886794266296
58 4734 74.7147288257703
59 4597 26.71714307915598
60 838 36.6703514268596
60 4368 56.19165733644822
60 536 81.19157226766472
61 1628 35.069887369600664
62 448 41.7643295750209
62 1674 35.75795849315442
63 2894 68.2789992939572
63 4074 60.95202720684448
64 814 58.108521886270864
64 4543 65.33668282824728
65 4624 54.30538718610513
65 3022 97.95794017054588
65 3741 29.176264451114793
66 2395 33.18393838141926
66 3646 51.534008028074204
66 4525 77.69969234553047
66 2814 45.24608159120092
66 2248 8.76234461908063
66 4396 61.75271346692617
66 76 46.911455992903605
67 4464 95.70284866794933
68 3436 86.95750739864988
69 4538 64.41748461845515
69 4858 92.92810003013493
69 1833 42.75983229649117
69 4614 61.618703675211364
69 4924 41.072499290415465
70 1805 90.80023207562465
71 3679 8.832080818995449
72 164 35.01892327214461
72 4598 32.034724275551326
72 939 65.6482966456136
72 3883 71.33291502654379
73 4827 60.933112329392024
74 1237 40.15007719288439
74 1791 88.88148885253771
75 3837 78.31642965538681
75 2444 93.93821366096525
75 306 75.04165434915615
76 768 52.572633471988716
76 2091 45.578576989359526
76 3645 17.564492599701378
76 1683 85.56697262292361
76 2466 13.378951162468411
76 3754 24.228092026265205
77 459 25.913053990180014
77 1403 74.6436591399386
78 4427 75.22423395459658
78 2837 21.846577655703836
78 2744 40.307512746735824
78 3969 10.459818179275445
79 898 93.74257250868087
79 4929 47.84539386849806
79 1133 6.328718383685692
79 916 77.32243684905946
80 2278 52.8742963428396
82 3462 99.60535940708122
83 1662 11.288911998143597
83 4232 62.192114996702685
83 4553 9.346815398547303
84 2787 93.2273684416835
85 2276 39.59477459361921
86 867 23.706239592226257
86 4113 74.02172959695274
86 1956 44.87288225458255
87 3596 13.514759011540061
87 1652 53.14749145517691
88 1273 17.89019044360934
89 1763 4.480343108559872
90 2757 36.3272830335536
91 3056 91.61196634318627
91 4534 86.55987302317708
92 4584 47.25215419026592
92 1342 87.21892904130988
93 3880 93.55089959479143
93 4743 55.30598217278457
93 2172 14.376375891154131
93 4693 94.9001270835449
93 3658 54.38946927731206
94 292 59.492261731332796
94 938 46.197798628164115
94 4532 75.14224855563985
95 447 87.85207730408358
95 1285 44.06275977062076
96 837 64.33886438841594
97 4163 53.844628972235846
97 994 90.98339201785372
97 505 48.68351658751922
97 3369 23.48571602006308
98 4327 9.865848233879879
98 2958 31.47895035306028
99 759 41.80817675382567
100 1778 16.41603636781661
100 360 2.045026049086019
100 2003 52.80830780210047
100 840 76.07105142583475
101 3155 14.49374500695323
101 3753 29.389462601025375
101 2574 53.9747899161532
101 4299 69.08922641192936
101 2390 49.7012337576508
102 3112 75.79179738633066
103 1576 30.66144128072356
103 4583 76.82105114022713
103 1124 79.99851284920676
103 2795 60.10337147034946
104 3460 79.87997100289597
104 4282 55.273007377913174
105 792 19.66852695317455
106 440 88.33404478054405
106 2058 44.27353027522903
107 2940 25.73971565934777
108 2817 71.77886031549176
109 4945 64.95308912979516
110 2166 83.0142587084878
111 355 22.838650197051813
112 2094 8.841763584328431
112 553 62.90697841135129
112 2147 52.14439612395533
112 4524 80.19594796065603
113 3763 61.70840576998828
114 2476 69.69853132053754
114 2166 27.91464655237651
114 3232 65.19724705479861
115 1760 53.66248233670037
115 1525 27.613380461018412
115 4900 19.612061951270107
