50000 62475
0 36453 27.234482418636027
0 19886 91.15471271759897
0 17972 23.69443903246549
1 41905 64.23636228951199
2 30332 88.14428264069447
2 10028 20.159105497669316
2 4400 78.96615435321768
3 41721 71.82970559303556
3 48326 52.482932287272845
3 43838 22.378911511474925
3 18393 42.404830770223754
3 46550 74.87200167230009
3 42770 19.5235824130577
4 7296 82.66230899015939
5 26962 35.126545286548705
5 39907 5.065367886275279
5 17755 14.657388415606228
5 16275 1.1401022634058633
6 691 44.661238423753105
6 38670 17.34826951998108
6 27990 26.4885082407094
6 34296 89.50934711229182
7 1639 63.03739553605558
8 45137 95.42217342310029
8 4276 69.99390980355872
9 48598 39.15125021848763
10 18024 87.84363834079974
11 13350 66.98181167202026
11 5956 38.883110732986154
12 16768 79.21730733452762
12 18685 83.30026155697821
12 49615 22.441031534850968
12 47599 50.17511641055372
12 41689 36.75802812991878
13 37817 36.290890672533685
13 12599 25.614011079285078
14 34451 96.98960630303779
14 20173 36.253536537066104
15 16049 1.4258403887688202
16 31160 57.21168264287556
16 26116 20.259995695083138
16 17188 56.055264509204214
17 36447 22.976151861263798
17 2044 66.86130137875747
17 7029 57.266108064548725
18 15254 36.773776897208535
18 10318 48.15464544778304
18 42927 21.749656530382957
19 14628 24.06094338923836
20 9144 45.479923048236294
21 7622 83.13055914306143
21 49100 23.545795846280328
21 1698 98.25813855892197
21 19804 61.617776432313676
22 8195 98.90150050136621
22 32933 89.01973972993984
23 19660 28.240553000515757
23 4906 9.477862495672737
24 48265 31.822747835533555
25 6717 34.64866484042597
26 1626 89.47862306901649
26 19914 76.95211936407533
26 35909 68.75202160583852
27 41040 45.93298281963409
27 22395 91.33244532175861
27 26714 37.9387110400735
28 44348 64.25121463176748
29 11620 89.61705998313028
29 11171 3.6532349737216103
30 10707 15.788384853195495
30 14870 54.86695618854462
30 18720 2.835193962049568
31 48540 61.14205913111882
32 33632 47.73481441232256
32 16498 18.109330674442642
32 29901 56.516729599726794
33 49489 63.19730900437623
33 3358 9.453759053868726
34 31271 16.50558755124335
34 8984 75.56426291914748
35 24046 52.72222146280093
35 27671 84.68170846630534
35 43813 97.57246982044268
35 36456 35.369789837440706
35 3943 25.28577020782744
35 2679 99.60064355786791
35 14512 70.26795296379589
36 25497 57.45324234619102
36 36011 77.47014764504478
37 539 14.009083704822835
37 37459 21.760796051198525
37 37671 81.4731148813471
37 45184 81.25841452514719
37 33139 90.7863655775543
37 39252 89.4733393248907
37 18822 52.09334332821174
37 13802 46.99131256089767
38 35741 35.727184216557376
39 36672 46.564158474781095
39 33063 45.10249589507599
39 46937 62.48444940094689
40 5697 20.572374750432687
41 3096 20.46460575880333
41 13949 82.08608337237477
42 30116 55.52903399655004
42 34366 54.30446508982795
42 11608 79.64220649719928
42 5419 86.5086893536113
42 3270 88.71295303773778
42 26122 29.01793153551921
43 47302 7.6367217378380765
43 27466 34.28580102448863
44 10057 17.760701183375843
44 11365 79.73422620214721
44 39924 28.687907644023284
44 30395 94.7348709395712
44 28036 93.34275174422453
44 31325 5.6608534747845045
45 27994 51.810450873539374
45 2218 55.07969893437991
45 34144 49.86886590207343
45 19638 35.60530962833583
46 38698 70.36611926820602
47 16461 48.9748300770644
47 34184 34.72683768417243
47 20409 54.5797654872414
47 41813 94.9998075745872
48 27651 1.4837145669936898
49 2082 34.53917329705503
50 29416 75.55263156890597
50 49061 31.062416748632042
50 30028 5.266318927488651
50 8641 62.2426873375152
51 1952 90.9644473741656
52 37530 18.4215760545763
52 19706 25.56265683987608
53 43678 41.81784705505096
53 4874 29.835502110707054
53 7121 39.941264097881835
54 6140 45.085990001411425
55 18740 50.668798100170534
55 30185 95.58806454816873
55 48119 11.334015425126953
55 19454 91.21592925011484
55 46095 29.51522710882152
55 43162 69.29007044657328
56 19432 4.8966514582781775
56 2479 79.52976084349292
57 14328 91.96695978470571
58 15247 65.47879759066399
59 42800 27.76863234324651
59 5075 66.55086784862962
60 33118 91.41714924985548
61 39453 68.51592176026554
62 43558 69.1887055685057
62 2790 90.7598291317764
62 44152 15.477420378465261
63 47888 49.212399838845684
63 15146 39.22053981436969
64 14662 66.57750497120993
64 31937 92.9776222280675
64 28971 60.87263974630915
65 2738 20.91781602034788
65 29940 57.82543649167515
65 32001 29.366997022593758
65 30451 43.14874037822372
65 38217 88.00317719745458
66 1739 94.80476403811076
67 41765 75.46353211833964
67 40004 38.3882716183671
68 36781 26.384557790283523
69 13031 4.317714510264684
70 46925 56.03536418487328
71 6237 68.19965603511538
71 42163 67.52955093848917
71 46520 69.80261122828017
71 13003 56.800342519309815
71 39488 73.8418083605265
71 8262 86.62401349592267
71 28324 69.95085962071099
72 42590 83.75702100801801
73 18938 36.63031038460839
73 9783 32.1518815175097
74 45962 27.802574719777898
75 3162 8.462256080030448
75 43100 75.39241067706247
75 33724 6.4055375243266965
76 30885 64.91731178979268
76 47007 93.78678142457215
76 909 46.315294343751184
77 35713 15.97238366943129
78 14946 43.45035508781667
78 42953 95.01213233227399
78 9193 50.8963677235866
78 44470 62.85661014451724
79 28188 65.65875760709723
79 42243 45.55164703175076
79 15138 61.503865803658876
79 3072 32.38607836101954
79 9295 45.996892674254255
79 10650 6.1861049620467945
80 44219 96.7345129687388
80 8871 28.595225385756116
80 35839 22.0633499548036
81 40570 84.50752198578381
81 14065 43.68485042686001
81 42936 27.331013949819177
82 15977 67.90307226277498
82 49619 60.165973168851174
83 11571 99.83589350860386
83 26286 92.70391497382123
83 6580 26.60934367951367
83 3155 25.437931542620408
84 2093 93.71335628938256
84 17886 55.11160089406673
85 1759 27.770313848549055
85 23052 1.2715526221678852
85 47298 4.888475945329758
85 22387 63.198351326054876
86 27493 20.889698814666627
87 14446 35.11149658083131
88 29439 80.37827316960039
89 20213 83.96227762295742
89 49168 37.95372045783186
89 37520 78.85044988550688
89 41510 18.664989535430646
89 27136 43.7788401774583
90 38618 70.02697407732822
91 27937 59.359396158282564
91 7519 75.92831420128977
91 6999 83.53425619084825
91 7614 77.57209955875564
92 18231 94.10693148544932
93 42697 22.837018908223516
93 18830 96.93375534494511
93 11423 72.801171315793
94 13522 47.49267248310215
94 16661 21.625936980739947
95 10821 34.88666180413313
95 32615 50.13532473641017
95 22367 14.957351237955546
95 33350 39.549825222876365
95 22564 48.89295908832745
95 21955 19.274535819230447
96 21533 8.164172815349852
96 13088 85.41086185475916
97 21551 1.481106710877477
97 13640 55.70409499304309
98 43406 34.799934419435594
98 5109 66.31344098663922
98 9145 86.38974909510179
98 45374 35.54371444120625
99 425 59.11080029158854
100 13657 37.37360828503013
100 49747 15.04428885771552
101 49729 31.188528336444797
102 5652 34.701503148553655
102 6277 39.44763670627093
102 26359 2.952374716727538
