2000 2485
0 1451 90.15257252754407
0 622 1.2807195965216187
1 594 85.98220651163746
1 1226 15.324110051730292
1 1881 13.869221012900242
2 1689 25.81476547608426
2 1346 18.275214969237954
3 893 66.44470661713436
3 1064 3.5522348288336376
4 927 2.471172395840176
4 799 79.20848175924064
4 776 24.55522900295584
5 320 33.05337473424022
5 1940 18.250373939211542
5 579 6.187502768256475
5 836 74.4300876384608
6 518 53.08246713318884
6 1953 74.82086222836557
7 1162 48.14835057690178
7 683 78.02368689210607
8 1309 51.810557803309976
9 228 11.796346990380705
10 51 50.88003028879631
11 1408 94.59614865404052
11 1828 5.293138653017999
12 976 78.53947260205759
12 1930 86.83110986822399
13 95 52.623670256595325
13 1554 46.34620968767052
14 751 96.43859212908085
14 145 7.021715341956076
14 451 48.41920918883797
15 1518 40.76010819674349
16 1083 68.92365211016104
16 562 49.536616560278304
16 1159 91.0603820824077
16 1367 8.275580860878598
17 563 8.9982572636684
18 501 61.22144493971056
19 148 7.502541098691277
19 1148 28.226583956237366
19 1365 63.674595705800535
19 1840 55.28728697078769
20 1138 33.193358888548126
20 1058 99.46814783023143
21 457 53.52512690570113
22 285 45.91782633997169
23 461 60.937252361995974
23 1393 10.818667706225156
23 1930 70.47616243606055
24 1508 85.42648099226193
25 698 65.44074982324923
25 1823 77.12731028036912
25 1175 72.36315174910231
25 1739 22.287283566422193
25 1787 45.70393668056287
26 209 23.620863862093856
27 1385 34.554230264682346
28 619 45.896391387837284
28 1921 42.18297537588803
28 808 10.413498088287454
28 541 43.249636619834845
28 1450 66.84567844297058
28 1131 38.05580132011815
29 1516 16.111253552103655
30 898 92.37551853770405
30 1984 7.646197505528128
30 1712 83.34541695901059
31 1959 10.229780068664063
31 1479 10.559878824012776
32 1827 74.14080385038285
33 1116 81.36515924246184
34 178 56.08070282591966
35 1784 59.060043191208216
35 190 56.59705498521517
36 1209 33.6349521602043
37 864 13.10089725010137
38 65 36.006209883743
39 601 66.86871148028862
39 1672 75.27814077489634
39 1534 86.94112273803744
39 1000 72.3850071958688
39 963 96.87146390583597
40 1424 60.440599031243025
40 1754 35.81297238362175
41 1686 58.21393332059563
41 1272 22.061141761528603
42 1895 66.01689399582706
42 1566 23.20024204164899
42 1947 11.713619810799397
43 692 84.69196844153316
43 1988 37.38854401091967
43 103 76.49795756174812
44 1984 57.8359004288148
44 1699 80.9149157440821
44 604 84.67036097150745
45 61 97.48011361044512
46 191 82.02425909452629
47 447 61.74375477301101
48 456 64.62721721915331
48 1351 3.5991293139047564
49 476 92.97934480849871
50 844 83.11661820600663
50 301 27.477324790256954
50 94 18.861191124124588
51 965 70.56717851369486
51 1268 31.589484194161106
51 1518 34.64264102094858
52 1185 1.6044731509622103
52 1891 87.11640794710738
52 187 57.06578838137625
52 1902 40.67765005595204
52 512 15.045590760975596
53 1034 63.68402925289587
54 60 4.035052739709686
54 1149 74.86506443856497
55 1641 22.298155123317585
55 1650 42.563416882685814
55 171 34.74870219516394
55 1093 37.63525615522339
55 1357 72.43800080652464
56 1342 77.90672637670735
56 236 57.19176210482533
56 1923 9.41074695774075
57 1232 6.208273816126656
58 688 16.58357981360816
58 1012 62.165980010677025
59 994 67.72290235069819
59 248 27.938181511075676
59 1973 66.53193058801786
59 94 49.080508784208625
59 796 44.76237448308013
59 1993 28.043517592112178
61 407 75.7393712231687
61 191 12.267933302909974
62 1466 43.561449706391144
63 1681 29.041400537964485
63 1944 68.17013922125317
63 1544 49.17664258306083
64 764 67.04612331489861
64 1760 5.496318897838325
64 1854 40.13107621267527
65 345 60.333170737500595
65 1648 1.7610215040884043
65 864 30.84051683982524
66 596 21.912163942810917
66 474 14.586245720475373
67 572 26.29643089812447
67 1413 33.48411323784627
68 902 1.765260750361882
68 1186 74.95439821954702
69 1330 18.393785385708387
70 1436 38.640537125808386
71 1116 70.6634550748837
72 859 50.525972309065104
73 1117 83.50206603956795
73 1108 80.81381847010962
73 1264 8.135474162623627
73 1709 86.31467184023627
74 451 5.187923894716346
75 1126 2.8554121219789246
75 1953 92.19508101573884
75 258 86.34889134759457
75 1975 58.00015691294628
76 1997 57.76656840769846
76 623 71.24039719532449
76 1937 42.351702024504576
77 919 12.402163893716025
78 543 3.064799343450132
78 222 33.15204976510587
79 1295 80.33089327673477
79 1758 62.194401067119784
80 1323 83.370565394099
80 632 92.05720542239708
81 1021 9.724858248490584
81 1214 84.603951621655
81 1224 25.088331007450634
81 1821 59.29825754198828
81 1217 52.87229175706253
81 1840 40.180902989073964
82 1678 31.71718162175027
82 1180 34.61181483369793
82 1562 33.97379362682006
82 1334 17.64513809652297
83 1206 51.537845169672686
84 1602 12.288637344016703
84 711 51.485254169974226
85 1204 90.686350426425
85 631 35.58815128176565
86 569 73.01053146171652
87 1657 82.07591155096034
88 157 81.6886635692514
88 1494 24.390616045725704
88 1652 15.497977609491745
89 841 20.529908479574342
89 651 60.637499542043415
90 1161 76.26131425914231
90 521 65.89539204135517
90 1451 18.537466765775687
90 566 77.51196083550846
91 1780 49.91758547672148
92 286 75.69013669945159
92 1937 76.22783781116709
93 207 45.44162044251124
93 561 92.49127158018028
93 1995 56.88468655687713
93 1354 63.89453358699875
94 664 62.82765616474759
96 419 86.5604406083102
96 1763 63.09452328307741
97 1650 15.944782737914613
98 326 7.760339591079853
99 1429 44.7785983197922
100 1987 30.979223078762278
100 1864 28.192693081129757
100 1993 6.561039901094727
101 865 51.22635164368804
102 117 31.73037721002478
102 1518 45.73947250636754
102 1657 6.632115032561285
102 532 83.33796653464903
102 951 8.596369116172045
102 372 86.56075335859867
103 200 85.67404377415293
103 1611 61.885830453141786
104 1157 51.199713916061555
104 189 46.80845423379996
104 1732 55.87732076249209
105 1826 79.3899619292705
105 1556 89.69179979012345
105 416 45.52363666143972
105 517 81.17177585209915
106 1673 65.53190801021238
106 1949 32.83114952516241
107 696 48.08727376636388
108 569 15.935246592868214
109 1405 7.1254963100089705
109 310 11.24668584976877
110 829 90.01355656162158
110 1379 35.000339807988496
110 1493 71.7172393675788
111 1815 50.950351148594784
111 846 18.083332232200128
111 384 25.52662863623014
111 1995 44.33806915661406
112 318 44.50275738449981
113 440 52.75205549128901
114 341 16.715874590172596
114 1630 37.91234622803138
114 600 29.00646428282737
114 1589 41.468170327484714
115 1960 34.49834753730054
116 322 60.19070037591596
116 1967 79.13346622480282
117 977 65.08323033996139
118 630 7.525273573692029
118 493 10.35608880399434
119 960 68.15955513916802
119 1186 29.130550413933257
119 1983 72.64963184524372
120 761 65.99984455463732
120 926 90.72792701920405
120 337 87.45468654399335
120 1292 34.002841569995105
121 1563 58.69121194405554
122 146 15.001409677847466
122 339 35.63225796604858
123 1844 96.80195426158171
123 1248 70.14951631837621
123 1271 39.80384044920067
124 838 59.9090815870059
124 970 93.86221775701031
124 734 31.648606854180134
124 815 38.291251299573716
124 824 79.37453382849081
124 1110 81.5052935976653
125 689 67.34152359947753
126 209 83.06693831655198
127 851 74.1386925408188
127 423 68.85602958748005
128 189 53.11294063368323
129 1326 64.95645725261531
129 1301 42.917230265888264
130 435 36.82098153833167
130 788 36.89716922922239
131 736 18.84602936480762
131 438 22.205073459681135
131 849 94.81915848590035
131 460 49.1408211664
132 778 23.427761606854837
133 1683 14.61896996453085
133 820 8.639343345786756
134 198 84.59841047990245
135 351 11.012935603121521
135 432 77.31659731594699
135 548 83.67686283682104
136 735 88.4845343837636
137 1735 4.737001743398563
138 763 34.339672824463875
