10000 12510
0 1824 94.56125645484582
1 172 12.617337696607397
1 8574 52.028082716164604
2 7590 34.51009608615821
2 1489 43.94832251223154
3 6505 15.708263874577593
3 9154 72.53249133374844
3 2403 25.255099336544347
3 567 12.761451638077837
4 8293 40.26783491204651
4 2579 30.96627134912033
4 3919 60.0193924419655
5 409 18.076213297448295
6 1156 74.77482321233893
6 4978 77.80913113420971
6 8977 99.12523204637465
7 4506 67.40285341585701
8 2742 9.8715037181627
8 985 46.90370391029627
9 373 82.00132026061999
9 9813 38.82799102549543
10 4012 63.601017934578294
11 6174 45.06670981917517
11 6785 2.1486393353345794
11 8628 12.546135784544507
11 8289 13.083104740326288
11 7479 64.49952343263051
11 5435 90.93936656016932
12 3657 23.268568964895966
13 870 59.09819860551661
13 9175 98.74758422889131
14 2438 48.47033824100163
14 619 69.67885937385685
15 2286 10.360770573020185
16 684 59.6950216064495
16 7612 39.012027933708985
17 1559 99.99546492707034
17 3496 70.57096145996444
18 2241 30.537971366725017
18 8889 13.39840730909022
18 8431 33.19766849492736
19 8198 71.66304647906998
19 7069 86.35883834009809
20 6868 54.21359563100408
20 788 41.12772098536733
20 1770 70.37344904955395
21 1679 39.98585794903304
22 7607 81.92882147509799
22 1158 78.56398101454548
23 6551 53.47867843037667
23 6164 7.329234610283448
24 8935 83.87725002234751
25 3887 54.359196787038165
25 3171 82.06393291217611
25 8056 65.51836548957856
25 1587 75.59731336344653
25 5780 21.538913314062523
26 1424 66.19965573297908
27 1096 12.615280657155457
27 9452 86.33834082120029
27 5092 69.82637307654186
27 8518 1.5270762735415548
28 9674 45.27605494298625
29 2911 32.115312175314756
29 9385 4.875172933584317
30 6912 57.93302192849487
31 520 65.61140953719479
32 7437 9.694271971934466
32 6997 26.419287951987684
33 2190 75.55380431909504
33 9974 9.376422464943788
34 8008 13.346994892572482
34 2004 30.55921430880132
35 633 96.66134037746703
35 7618 17.98871665360093
35 5592 97.73320678306833
35 6396 66.15777740633838
36 488 25.58537139564304
37 1535 5.570460048878532
38 3582 94.63366477507996
39 3811 90.55733181906776
40 6123 30.046285973910987
40 9555 53.8761374506884
40 2523 14.84564959354754
40 9534 49.55383968215471
41 8279 31.980668863236595
42 2386 91.16753250819393
42 6453 99.68291903182562
42 721 61.011041218658825
42 4377 51.548444276855214
42 8336 69.10510059298502
43 2040 66.59908266482178
43 6693 5.428819712049771
43 2564 4.6366609604603894
44 7456 15.025065769785735
44 208 85.75243208132798
45 9863 22.30608114439897
46 2952 14.286592562588254
46 4542 55.65499204686251
47 434 59.5865307416577
48 9195 28.462176156943425
49 4169 73.18133602745057
49 3570 42.7794861745954
50 2229 55.4350124466551
50 1641 26.806769779298072
50 7486 65.32712509827563
50 6564 17.168618087514325
51 3079 46.15070714981968
51 5278 94.52930787327706
52 3257 67.97604137740278
53 332 94.07973348913357
53 4315 15.181151062656399
53 7433 21.172526791581856
54 9321 63.32725202690672
54 6298 27.670569073711086
55 8928 63.67886432247974
56 5070 64.911551356838
56 372 71.7300518217838
56 3648 56.8005734985656
57 3323 65.12934001706773
57 4146 51.631316981386576
58 883 17.240264129258396
58 5464 82.33521267172434
58 722 32.319673607144125
59 6873 78.9906224901161
60 9312 38.515248220898776
60 3594 96.43775241641042
60 3654 25.502270897291112
60 9414 27.742398122977466
61 3611 53.615546382136806
62 6949 68.71394546544931
62 7005 41.27134514994901
63 7359 33.60639345182159
64 9654 9.808441660695735
65 4557 91.01529353125555
66 106 78.0290241543356
67 7348 15.486633658533396
67 1897 80.01163926236913
67 9560 28.09103190136306
67 8618 10.696738670307706
67 293 97.96903613886666
67 5095 23.00033162895293
68 3106 95.22650320377402
68 210 78.49062824724578
69 2615 13.22684576658461
70 2556 53.12109166461537
70 8800 87.67568049839441
70 7807 59.29387793923155
70 156 80.87301820868433
70 1616 10.458515169971069
71 7646 35.541120948978495
71 8689 57.64364941175607
72 5881 28.917675641199054
72 3519 27.83434272661229
72 6370 10.807549087408582
73 6924 5.748365237593606
74 6861 32.48164258677154
74 9137 75.43541858022488
75 5574 18.886575938553477
76 6280 80.80241460642529
76 8312 68.1033764320018
76 9800 79.08599225905934
76 797 55.61549787124306
76 4277 88.32009314830132
77 950 40.86247487522159
77 7406 59.638702285510654
78 4552 26.647042080314822
79 2762 68.97917654993367
79 5131 71.60904346699742
80 2547 66.09873054556897
81 3527 15.124344106773028
82 7926 57.18851673459124
82 9383 27.46962049777505
83 9438 91.92572273177286
83 6844 64.28015550580236
83 9399 37.644919105192564
84 4772 77.97528795646168
84 9930 68.14330728546975
84 6420 42.40613112577713
84 9016 46.32087253128996
85 1499 44.457040813851215
85 9378 36.04614020920113
85 7424 47.39791614354175
86 3820 29.395146461624456
86 8256 95.30901590249495
86 1492 52.53887168486434
86 7349 72.12821418983773
87 9764 92.45738362959251
87 4155 23.647646309536356
88 5514 63.92788957755435
89 3096 9.607286205872967
89 116 31.260488750375533
90 1238 77.28726176143402
90 1746 84.67931517901955
91 1674 63.83299137553581
92 4178 8.592628033946074
92 5415 24.763637308342958
93 1519 10.269727217750244
94 8904 57.95635308089659
94 9961 9.373926964383841
95 9735 29.299235566420975
95 293 93.02931169265659
95 6470 81.02634495914685
96 1384 2.0587735493068853
96 7890 94.89127190392001
96 1036 68.02627324580813
96 5763 93.31170046589479
97 6224 14.506409827515018
98 1584 50.2827152310769
99 7247 68.82706454245364
99 1058 68.00064240336397
100 3222 53.708525188940115
100 5307 13.344467037481614
100 1865 2.3761259616343224
100 2972 19.828216390145965
101 5881 83.30834455673254
102 5635 1.7217354305226125
103 9891 43.072912056420584
104 794 53.89815747154598
104 2466 35.1610019741833
104 1322 99.42797266810634
104 118 66.45623695951677
104 6756 92.12543666744958
104 6718 99.91762390846652
105 5047 94.5491969233977
105 2759 68.7237320863468
106 4333 5.193242170885057
106 4557 45.416552323848684
107 8707 17.684701590073807
107 8968 93.08835081987921
107 6811 76.60733460506889
107 4019 90.47606329084775
107 4920 18.30660530505415
107 4009 37.33804277406249
108 5409 14.198561257531969
108 8091 35.97586181980279
108 8071 6.039749881994011
108 1449 50.05527829028951
108 6708 17.877912483774757
108 257 97.00311196006922
108 9899 34.45790100463086
108 8871 68.22725412791041
109 711 83.340914200044
110 5673 85.22692800965142
110 3018 85.92281003049519
110 5944 29.716409203548885
110 6483 48.82934361741661
111 4064 27.210327983599363
111 4272 1.2211964880268669
112 7527 63.48646890606993
113 8785 39.96852613634508
114 2045 92.38258026672274
115 6201 92.9817916555556
116 3425 95.95435917119973
116 3212 52.03737227430202
116 9469 89.4483679272792
117 488 93.60602409275353
117 8219 89.35689691571235
117 6144 84.98682624353751
117 1163 6.692176187177466
117 8515 1.5832193116656952
118 3788 46.57503373568228
118 4359 30.536714323128624
118 8557 11.609241459595305
118 6154 35.622448214362784
118 9542 72.52092548779855
119 1291 40.80474077238664
120 1676 1.8775095644029958
120 7862 43.64957785392229
120 1072 20.55689894698287
120 8736 53.38055968968227
121 9201 89.95248584611234
121 3304 41.66118623510317
121 2337 91.39780213127884
121 9468 1.6841347396925768
122 9044 77.17531311516993
123 4803 25.763340535636452
124 5925 47.5991693149546
125 3336 38.056637284377295
125 3349 37.085074085040425
125 897 89.32714519676581
126 3353 54.10631108539433
126 8149 27.678685790008334
127 9459 98.94755541845139
128 817 65.97168482166818
128 6364 44.49631337837574
128 6438 14.847565733045633
128 9086 74.96201770724397
129 5469 1.5752116558286287
129 5638 88.47405028477976
129 4583 71.21272404974697
130 6519 11.95589867060735
130 6044 29.205076642225492
130 7483 14.234352834970164
131 3150 42.68452118075247
132 2666 33.79013756810712
132 6212 4.129047586552325
132 6042 66.95427708849459
132 8481 94.88920811899158
132 4497 96.01018648489598
132 152 98.30994156982125
133 4461 12.760438298347859
133 9174 49.41771559016587
133 8362 50.06119199977955
133 8793 68.49191172210705
133 9547 13.615964801340413
134 7183 75.35790073629377
134 3814 78.25341217439536
135 1139 40.587726434200995
136 8507 72.87346110070172
136 8820 74.44742688881776
136 1091 82.7382924668193
136 8059 14.010349347170777
137 5171 95.810180855394
137 193 79.47858272562972
138 6245 13.486234273006444
138 7189 35.067934539169755
138 9272 2.351246572815699
138 9914 68.75932874838999
138 2044 6.151943856125476
138 9228 83.15374025607078
138 9849 43.53684007128636
138 173 60.11159542952272
138 2903 1.7948601543793279
139 4278 48.5391083483189
139 4906 28.940113612316505
