100000 125189
0 83810 40.19291265346087
1 35944 94.39134995254834
1 39773 64.61755237899226
2 14592 17.496820185680974
3 3278 83.15636742429842
4 35048 75.18664758848051
4 20056 60.77360935393134
4 8800 66.9498969782441
5 97196 13.304595430182385
6 70515 35.3471021232625
6 92145 37.9369096715232
6 60 34.99401776551878
6 85540 79.73087751413829
7 53841 96.15423865296091
7 70947 62.022617743459115
7 43285 14.935479030445533
7 11780 67.18244221030804
7 99949 13.320673461199858
7 93101 19.767238006896168
7 87677 15.233822670444994
8 12036 68.44119297221988
8 43073 2.065832312669462
9 78172 71.00707102088232
9 64322 43.91275766976966
10 25684 47.488888531988906
10 91671 61.250744235945945
11 30550 90.22172883679221
11 63279 56.05897599036893
11 2038 58.72524933984328
11 54516 78.97633082632818
11 32550 6.324424862456995
11 79814 62.90372977375159
12 1383 46.91559834390579
12 48070 39.25467975537896
12 52866 66.4906028313944
12 68858 16.528403027819845
12 68592 90.69719001758071
12 55981 20.973357116889265
13 77781 67.93018612261699
13 12704 11.710809462951897
13 24911 91.46406038022289
13 67174 23.622696007587365
14 36048 74.59791513472149
15 90663 4.370603733547427
15 10803 69.23480572647597
15 5144 60.9547181846395
15 38458 52.86467735740876
16 65037 84.82073977609375
16 89570 9.056733292916254
17 64117 81.98912128076299
17 8553 18.48640224758211
17 90274 84.41654532549627
18 32098 7.621033276071538
19 34171 76.8062341928663
19 13240 3.4164488546470517
19 67078 49.874669618628445
19 17572 49.15894642309623
20 1435 87.62358115136507
20 901 54.90719385898545
21 29256 18.315338283766994
22 13966 24.314240001311685
22 11913 93.26782833902945
23 18289 64.56215610463536
24 20233 31.696830427777417
24 99231 97.63216969338193
24 83379 42.14943886608746
25 17954 12.444395557709582
25 95329 34.88405270586329
25 84425 73.68996555372641
25 95199 58.82826184256811
25 20212 67.06160234167746
26 96530 48.29270871024745
27 46702 19.89562382711535
27 25198 87.51810467272813
28 13434 1.9618372046775407
29 68903 52.41715034845478
29 40346 8.422470912278065
30 88696 7.150720203600205
31 66577 84.92270060612539
31 71033 10.01645272692114
32 37806 27.187744513629184
32 52232 67.01473854905039
32 34377 48.37503725207004
32 62320 72.62779760230731
33 2429 48.70298646213019
33 79625 38.43962920045061
34 24801 78.99350776553749
34 97010 61.775277798169235
34 56921 39.50017307912235
34 98240 99.77293962052052
35 44466 29.675014711774452
35 4089 20.96105116682989
35 14058 52.17237537163088
36 97080 46.12245836464579
37 16142 21.202550404953715
37 61655 5.524777700779334
37 26820 44.45733794904928
37 85854 63.29678595727466
38 71482 30.861581797567744
39 11395 40.59177333480015
40 77397 98.56786146102621
41 55302 9.536955401003123
42 15245 47.495593770692075
42 78444 46.32532916122718
42 3396 64.87630933806275
42 39609 25.40572188307727
42 98200 58.21223306310134
43 4165 27.110992810419297
44 16391 27.739016029769083
44 65867 31.570839076932156
45 3905 17.308678005660962
46 39320 79.29038051115701
46 9813 37.56671631713202
47 12280 81.81181870705439
48 28657 57.31175088177465
49 30495 55.67014456817198
50 66237 18.363850565999062
51 78907 75.60630213341291
52 3478 6.65409739174299
53 1626 61.32569815831772
53 39659 68.75652654862746
53 96440 33.775845141935505
53 19405 90.31566917199738
53 71819 8.11187423239442
54 88166 1.0924302971288575
54 15832 62.19798367858308
55 52430 45.921196086137996
55 91464 83.26761653627246
55 94316 34.72207394174336
55 53429 93.39026452568811
56 73563 40.62087229907961
57 26062 87.14742992892582
58 40136 6.574262738510194
58 54764 29.333830036140142
59 81155 36.02585075548291
59 22342 55.21758066487933
59 23241 5.289554686692002
60 49732 96.88708260518017
60 94380 99.42336512464747
60 29174 78.96101367958408
60 6338 52.36312569613025
60 21414 98.44342366321314
60 84510 46.424909004714856
61 67322 19.970104308076838
61 37441 10.874866119235143
61 29740 99.42707584144364
62 93850 12.919970235205064
63 86389 20.419254350238273
63 32072 42.462499360116915
63 19481 4.483866237209687
64 39958 1.8802228008196453
64 32997 20.80500205092989
64 59802 11.228393597725733
65 85181 20.19742687023783
66 76090 75.49418785623565
66 6716 67.765838890055
67 87054 14.664015439412726
67 23765 78.90080698911243
67 45210 97.4942460141884
68 91924 3.1689259743957736
69 56052 80.84786818146947
69 97283 33.356263946344576
69 13570 89.41709337165443
69 17968 51.37206412661897
70 5359 41.37657453923299
70 6832 78.84901374745252
71 26865 95.3030193249567
71 29024 80.25045374453923
71 75152 9.470541637477517
71 1351 95.93880652691067
71 36169 14.888436943493165
71 7887 54.902341133873264
72 71426 81.29931152974416
73 75345 81.18943419519715
73 72023 26.894964680242985
74 524 44.41734816041938
74 27605 39.51701845541185
74 61418 3.869074557320033
74 66278 36.61122107552016
74 78504 58.353055428467734
75 46137 25.616904017575603
75 37644 66.5987027320899
76 43784 7.241385745276847
76 4530 54.69343954755706
77 54987 57.5598944197158
78 44819 48.60639815864839
78 62953 70.72482424503465
78 57385 88.93609131288368
78 93874 35.082140635278215
79 28893 53.35784144700556
80 97377 23.963448440831122
80 91743 33.39408326999526
81 58878 13.477688753815325
82 6192 27.46638096975227
82 27899 61.2189711506521
83 77236 9.19004269034836
84 34776 90.46327357525921
84 94851 55.940506024414155
84 69596 24.240209764374665
84 6540 54.84626920062499
85 50226 58.66086548835363
85 54281 18.775834588904523
85 10838 52.31518295125161
85 52244 62.255759171935416
85 23216 56.37170489791223
86 67051 37.225406108993496
86 54932 51.74232164336308
87 36463 72.54103906440844
88 10207 57.31515114046958
88 68698 88.779166651383
88 86584 45.976400632324406
88 79290 21.03034881540043
88 8139 69.12834297165632
88 56072 73.11089835956516
88 79848 61.689178227522795
88 97816 38.91876561872366
89 11663 52.54330018165907
89 43481 4.226065518960651
89 62650 94.34192478852414
90 55989 32.91364659483273
90 4436 69.11811530750823
90 68288 66.20979642862208
90 39276 41.398104743737896
91 851 35.53846736372966
92 99458 12.72684213363419
93 85111 38.70769799921482
93 87679 89.7279301480495
94 17593 98.62825122570095
94 40956 64.35742111082172
94 71719 31.107312843538445
94 14816 48.1229017205277
94 83627 99.06402244390642
94 40819 38.48250193248856
95 20926 27.625757209502556
96 30194 86.77983601558057
96 98310 87.58163422803305
97 91506 3.357053558321616
98 55392 6.091685493655944
99 44597 92.83363226440454
100 58832 65.33274138113818
100 17283 51.06063205130313
101 73725 80.20924260945183
101 29740 14.733371045312937
101 21263 74.746845339529
101 60057 38.13972775175535
102 36421 31.136766688846706
103 13854 74.35347573068411
103 74012 16.53942249339447
